Stim,Bard,Bard 0 or 1,Bard Continuous,GPT-3.5,GPT-3.5 0 or 1,GPT-3.5 Continuous,GPT-4,GPT-4 0 or 1,GPT-4 Continuous,Class,Humans Continuous,SD,N,EAT,USF,Both,LSA,Numletts,Gfrqs,Log_gfrqs,W1frq,W2frq,Wordfrq_sum,Logw1frq,Logw2frq,Logwordfrq_sum,pairs,Word2Vec,GloVe,Taxonomic
the mirror book.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,1,1.04,1.32,28,0,0,0,0.03,10,285,2.46,735,4932,5667,2.87,3.69,6.56,mirror book,0.116643132,0.249254559,0.387140734
the mirror face.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,1,1.82,1.52,28,0.04,0.047,0.04,0.29,10,2768,3.44,735,8000,8735,2.87,3.9,6.77,mirror face,0.254813403,0.242295343,0.458200793
the mirror helmet.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,-1,0.64,0.87,28,0,0,0,0.1,12,0,0,735,166,901,2.87,2.22,5.09,mirror helmet,0.226735745,0.214826488,0.434132349
the money bag.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,4,1,3.71,0.81,28,0.02,0,0.01,0.18,8,12189,4.09,7226,1122,8348,3.86,3.05,6.91,money bag,0.116774843,0.277239732,0.372654108
the money blood.,Makes Sense,1,1,Makes Sense,1,1,Nonsense,0,0,-1,0.39,0.79,28,0,0,0,0.01,10,472,2.67,7226,2536,9762,3.86,3.4,7.26,money blood,0.208865869,0.313394789,0.405139994
the money candy.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,0.64,0.91,28,0,0,0,0.27,10,51,1.72,7226,113,7339,3.86,2.05,5.91,money candy,0.212679588,0.209898361,0.300070545
the money cigarette.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,0.68,0.9,28,0,0,0,0.02,14,79,1.9,7226,882,8108,3.86,2.95,6.8,money cigarette,0.135881948,0.21911636,0.481565361
the money clothes.,Nonsense,0,1,Makes Sense,1,1,Nonsense,0,1,-1,1.07,1.13,29,0,0.013,0.01,0.2,12,17355,4.24,7226,2225,9451,3.86,3.35,7.21,money clothes,0.284550217,0.31009455,0.394441519
the money coin.,Makes Sense,1,4,Makes Sense,1,3,Nonsense,0,3,-1,1.96,1.23,28,0.01,0.019,0.01,0.5,9,1057,3.02,7226,140,7366,3.86,2.15,6.01,money coin,0.247026113,0.197881757,0.342665059
the money gold.,Makes Sense,1,4,Makes Sense,1,2,Nonsense,0,3,-1,0.97,1.05,29,0.06,0,0.03,0.16,9,1041,3.02,7226,1575,8801,3.86,3.2,7.06,money gold,0.155377914,0.265175368,0.384335443
the money house.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,1,-1,1.66,1.4,29,0,0,0,0.1,10,2281,3.36,7226,8601,15827,3.86,3.93,7.79,money house,0.179682825,0.309477553,0.217310299
the money mask.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,1.03,1.21,29,0,0,0,0.06,9,0,0,7226,253,7479,3.86,2.4,6.26,money mask,0.03162306,0.122523197,0.248135012
the money orchestra.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,0,-1,0.46,0.74,28,0,0,0,0.01,14,0,0,7226,244,7470,3.86,2.39,6.25,money orchestra,0.055223518,0.034898593,0.172083871
the money pill.,Makes Sense,1,1,Makes Sense,1,3,Makes Sense,1,0,-1,0.61,0.92,28,0,0,0,0.02,9,144,2.16,7226,233,7459,3.86,2.37,6.23,money pill,0.046338122,0.051195227,0.382419465
the money pot.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,2,1,3.29,0.98,28,0.01,0,0,0.06,8,5423,3.73,7226,416,7642,3.86,2.62,6.48,money pot,0.236451112,0.22139309,0.310817789
the moon cycle.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,3.07,1.21,28,0,0,0,0.03,9,6602,3.82,951,471,1422,2.98,2.67,5.65,moon cycle,0.122179507,0.168202131,0.366468622
the moon earth.,Nonsense,0,3,Nonsense,0,3,Nonsense,0,1,-1,0.1,0.41,29,0,0,0,0.4,9,620,2.79,951,2204,3155,2.98,3.34,6.32,moon earth,0.452750667,0.569607149,0.768948041
the moon pie.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,1,2.18,1.85,28,0,0,0,0,7,3485,3.54,951,225,1176,2.98,2.35,5.33,moon pie,0.209415011,0.247849265,0.340492673
the moose bull.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2,-1,0.69,0.97,29,,0.018,0.02,0.29,9,199,2.3,14,378,392,1.15,2.58,3.72,moose bull,0.289989117,0.387227012,0.747944267
the moose gun.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,1,1.39,1.31,28,,0,0,0.16,8,75,1.88,14,1138,1152,1.15,3.06,4.2,moose gun,0.171577109,0.12358568,0.205608808
the mother blood.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,1,-1,0.57,0.88,28,0,0,0,0.05,11,247,2.39,7356,2536,9892,3.87,3.4,7.27,mother blood,0.178979998,0.309734068,0.32782659
the mother cat.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,3,1,3.64,0.95,28,0,0,0,0.13,9,9982,4,7356,739,8095,3.87,2.87,6.74,mother cat,0.277413799,0.278777136,0.472096376
the mother child.,Makes Sense,1,4,Makes Sense,1,3,Nonsense,0,4,-1,0.96,1.13,27,0.11,0.01,0.06,0.23,11,4027,3.61,7356,7645,15001,3.87,3.88,7.75,mother child,0.617765723,0.641911628,0.716367419
the mother chimp.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,3.71,0.81,28,0,0,0,0.22,11,107,2.03,7356,9,7365,3.87,0.95,4.82,mother chimp,0.244493798,0.093247655,0.319285256
the mother dog.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1,1,3.22,1.31,27,0,0,0,0.12,9,6851,3.84,7356,1285,8641,3.87,3.11,6.98,mother dog,0.345503011,0.338343454,0.470983607
the mother dress.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,3,1,1.07,1.03,27,0,0,0,0.28,11,691,2.84,7356,1516,8872,3.87,3.18,7.05,mother dress,0.206548372,0.2755569,0.171583831
the mother goose.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,4,1,3.93,0.26,28,0.02,0.02,0.02,0.37,11,11941,4.08,7356,107,7463,3.87,2.03,5.9,mother goose,0.111952439,0.17289944,0.216462125
the mother hairdresser.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2,-1,2.07,1.22,29,0,0,0,0,17,0,0,7356,46,7402,3.87,1.66,5.53,mother hairdresser,0.417252124,0.270051023,0.399024261
the mother hawk.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,1,3.61,0.88,28,0,0,0,0.12,10,213,2.33,7356,71,7427,3.87,1.85,5.72,mother hawk,0.059529665,0.049387353,0.243695523
the mother hen.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3,1,3.82,0.48,28,0,0,0,0.26,9,18390,4.26,7356,100,7456,3.87,2,5.87,mother hen,0.214804433,0.180987781,0.327611574
the mother plant.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,1,1,1.89,1.47,28,0,0,0,0.03,11,11613,4.06,7356,1302,8658,3.87,3.11,6.98,mother plant,0.148805147,0.170106273,0.15273074
the mother rainbow.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,0.36,0.62,28,0,0,0,0.06,13,0,0,7356,101,7457,3.87,2,5.87,mother rainbow,0.075824883,0.07742463,0.212681277
the mother ship.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,2,1,3.5,0.88,28,0,0,0,0.04,10,41973,4.62,7356,793,8149,3.87,2.9,6.77,mother ship,0.09156512,0.236479763,0.207214373
the mother tongue.,Makes Sense,1,3,Makes Sense,1,4,Makes Sense,1,4,1,1.41,1.6,27,0,0,0,0.11,12,302507,5.48,7356,602,7958,3.87,2.78,6.65,mother tongue,0.190102039,0.237855581,0.28367917
the mountain bike.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,4,0,29,0,0,0,0.04,12,613988,5.79,829,153,982,2.92,2.18,5.1,mountain bike,0.250175064,0.364487804,0.292357578
the mountain building.,Makes Sense,1,3,Nonsense,0,3,Nonsense,0,1,1,1.59,1.57,29,0,0,0,0.08,16,17779,4.25,829,2854,3683,2.92,3.46,6.37,mountain building,0.115804371,0.183906834,0.353959645
the mountain candy.,Makes Sense,1,2,Nonsense,0,3,Nonsense,0,1,-1,0.71,0.81,28,0,0,0,0.02,13,60,1.79,829,113,942,2.92,2.05,4.97,mountain candy,0.010510726,0.10699166,0.182272491
the mountain cave.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,1,3.75,0.52,28,0,0,0,0.23,12,4957,3.7,829,491,1320,2.92,2.69,5.61,mountain cave,0.529578622,0.443257223,0.633930293
the mountain face.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3,1,2.03,1.76,29,0,0,0,0.1,12,3962,3.6,829,8000,8829,2.92,3.9,6.82,mountain face,0.11843814,0.20137034,0.283214769
the mountain forest.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.1,1.29,29,0,0,0,0.15,14,11990,4.08,829,1219,2048,2.92,3.09,6,mountain forest,0.358428644,0.458771811,0.766159087
the mountain goat.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,4,0,29,0.05,0,0.02,0.19,12,38528,4.59,829,209,1038,2.92,2.32,5.24,mountain goat,0.280846472,0.335121119,0.241784389
the mountain golf.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2,1,0.71,1.08,28,0,0,0,0.03,12,7324,3.86,829,546,1375,2.92,2.74,5.66,mountain golf,0.145962253,0.268771323,0.290663286
the mountain ice.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3,1,3.17,1.31,29,0,0,0,0.11,11,4856,3.69,829,934,1763,2.92,2.97,5.89,mountain ice,0.203695471,0.299639444,0.509851267
the mountain lake.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4,1,3.21,1.26,29,0.01,0,0,0.3,12,41171,4.61,829,718,1547,2.92,2.86,5.77,mountain lake,0.347014378,0.451351323,0.758093302
the mountain lion.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4,1,3.83,0.66,29,0.01,0,0,0.18,12,98020,4.99,829,304,1133,2.92,2.48,5.4,mountain lion,0.150944366,0.3371806,0.303628239
the mountain meadow.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,2.86,1.36,29,0,0,0,0.32,14,6129,3.79,829,173,1002,2.92,2.24,5.16,mountain meadow,0.412033552,0.340509348,0.647032081
the mountain road.,Makes Sense,1,3,Nonsense,0,3,Makes Sense,1,4,1,3.72,0.7,29,0,0,0,0.16,12,45943,4.66,829,3791,4620,2.92,3.58,6.5,mountain road,0.300692789,0.397754196,0.441071349
the mountain stream.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.48,1.09,29,0.04,0,0.02,0.31,14,43936,4.64,829,673,1502,2.92,2.83,5.75,mountain stream,0.181382133,0.324112001,0.464798336
the mountain sunset.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.24,1.3,29,0,0,0,0.16,14,1113,3.05,829,165,994,2.92,2.22,5.14,mountain sunset,0.245953577,0.246026039,0.352089821
the mountain winter.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,2.17,1.65,29,0,0,0,0.24,14,1795,3.25,829,1423,2252,2.92,3.15,6.07,mountain winter,0.229286789,0.367579441,0.348802103
the mountain woman.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,1,3.21,1.15,29,0,0,0,0.05,13,1891,3.28,829,6072,6901,2.92,3.78,6.7,mountain woman,0.117145819,0.187663965,0.175158591
the mouse church.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,0.46,0.79,28,0,0,0,-0.01,11,50,1.71,146,2844,2990,2.16,3.45,5.62,mouse church,-0.05143967,-0.005877422,0.134950068
the mouse field.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,-1,1.5,1.35,28,0.01,0,0,0.07,10,740,2.87,146,2327,2473,2.16,3.37,5.53,mouse field,0.052116645,0.121372313,0.248726022
the mouse house.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,2.24,1.41,29,0.11,0.022,0.07,0.18,10,3746,3.57,146,8601,8747,2.16,3.93,6.1,mouse house,0.081209839,0.103652591,0.163429137
the mouse milk.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,1,1.76,1.38,29,0,0,0,0.12,9,777,2.89,146,1868,2014,2.16,3.27,5.44,mouse milk,0.107234994,0.111498183,0.389691305
the mouse pet.,Makes Sense,1,2,Makes Sense,1,4,Makes Sense,1,2,-1,1.17,1,29,0.01,0,0,0.34,8,557,2.75,146,242,388,2.16,2.38,4.55,mouse pet,0.264456852,0.295335443,0.727497173
the mouth alligator.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,-1,0.93,0.96,29,0,0,0,0.28,14,0,0,2411,24,2435,3.38,1.38,4.76,mouth alligator,0.212630538,0.283077989,0.205587763
the mouth boy.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,0.82,0.98,28,0,0,0,0.14,8,987,2.99,2411,3876,6287,3.38,3.59,6.97,mouth boy,0.15715671,0.286901886,0.248780717
the mouth pig.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,0.29,0.6,28,0,0,0,0.14,8,812,2.91,2411,320,2731,3.38,2.51,5.89,mouth pig,0.314612704,0.395392388,0.279621305
the mouth water.,Makes Sense,1,3,Nonsense,0,3,Nonsense,0,1,1,1.79,1.4,29,0.04,0.011,0.03,0.15,10,41114,4.61,2411,7749,10160,3.38,3.89,7.27,mouth water,0.177742387,0.360636041,0.531792081
the nail coffin.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,3,-1,0.48,0.69,29,0.02,0,0.01,0.08,10,88,1.95,216,144,360,2.33,2.16,4.49,nail coffin,0.278198254,0.335988863,0.38712505
the nail gun.,Makes Sense,1,4,Nonsense,0,2,Makes Sense,1,1,1,3.82,0.55,28,0,0,0,0.14,7,34480,4.54,216,1138,1354,2.33,3.06,5.39,nail gun,0.137689644,0.257834884,0.486687227
the nail scissors.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,2,1.59,28,0.01,0,0,0.27,12,6570,3.82,216,79,295,2.33,1.9,4.23,nail scissors,0.219657533,0.402345619,0.562298313
the nail thumb.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,-1,1.41,1.24,29,0.02,0,0.01,0.43,9,380,2.58,216,409,625,2.33,2.61,4.95,nail thumb,0.230987043,0.250795786,0.670170477
the nail toe.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1,-1,1.38,1.27,29,0.05,0,0.02,0.22,7,1206,3.08,216,172,388,2.33,2.24,4.57,nail toe,0.228292271,0.359431769,0.613687208
the neck bottle.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1,-1,1.07,1.13,29,0,0,0,0.21,10,3003,3.48,1327,1479,2806,3.12,3.17,6.29,neck bottle,0.234967408,0.288665066,0.340654565
the neck giraffe.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,3,-1,0.82,1.02,28,0,0,0,0.23,11,106,2.03,1327,22,1349,3.12,1.34,4.47,neck giraffe,0.223895576,0.204723406,0.187728336
the neck jaw.,Nonsense,0,3,Nonsense,0,2,Nonsense,0,2,1,0.46,0.84,28,0,0,0,0.4,7,93,1.97,1327,222,1549,3.12,2.35,5.47,neck jaw,0.510955881,0.484535777,0.894340817
the necklace diamond.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,-1,1.75,1.21,28,0.09,0.084,0.09,0.18,15,6972,3.84,41,140,181,1.61,2.15,3.76,necklace diamond,0.346734654,0.50790327,0.635453619
the necklace gold.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,1.07,1.07,29,0.01,0.217,0.11,0.36,12,4746,3.68,41,1575,1616,1.61,3.2,4.81,necklace gold,0.312378718,0.341956885,0.505704001
the necklace pearl.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,-1,1.38,1.12,29,0.11,0.091,0.1,0.18,13,10526,4.02,41,102,143,1.61,2.01,3.62,necklace pearl,0.451948057,0.407821486,0.688390137
the newspaper boy.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,1,3.96,0.19,28,0.05,0.036,0.04,0.06,12,4601,3.66,1116,3876,4992,3.05,3.59,6.64,newspaper boy,0.174906795,0.239860026,0.255230079
the newspaper photograph.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3,1,3.82,0.61,28,0,0,0,0.09,19,2860,3.46,1116,535,1651,3.05,2.73,5.78,newspaper photograph,0.256857115,0.347153941,0.231118316
the newspaper school.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,-1,2.03,0.98,29,0,0,0,0.15,15,180,2.26,1116,6984,8100,3.05,3.84,6.89,newspaper school,0.143753995,0.21075868,0.312503252
the newspaper sister.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,0.32,0.72,28,0,0,0,0.13,15,0,0,1116,1464,2580,3.05,3.17,6.21,newspaper sister,0.15990455,0.226839702,0.189559013
the nose chocolate.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,-1,0.48,1.09,27,0,0,0,0.16,13,0,0,1307,232,1539,3.12,2.37,5.48,nose chocolate,0.147404872,0.168129038,0.300537399
the nose cucumber.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,0.11,0.42,28,0,0,0,0.08,12,0,0,1307,54,1361,3.12,1.73,4.85,nose cucumber,0.197819334,0.060002718,0.214041927
the nose snow.,Nonsense,0,1,Nonsense,0,3,Nonsense,0,1,-1,0.43,0.96,28,0,0,0,0.19,8,179,2.26,1307,1055,2362,3.12,3.02,6.14,nose snow,0.131346511,0.177342174,0.423562064
the nurse boy.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,1,1.61,1.4,28,0,0,0,0.05,8,191,2.28,592,3876,4468,2.77,3.59,6.36,nurse boy,0.297822937,0.301422901,0.511803047
the nurse prison.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1,-1,0.96,1.4,28,0,0,0,0.08,11,0,0,592,1239,1831,2.77,3.09,5.87,nurse prison,0.194730514,0.26363178,0.223057802
the nurse school.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3,-1,3.17,1.07,29,0,0,0,0.12,11,2136,3.33,592,6984,7576,2.77,3.84,6.62,nurse school,0.236344117,0.250827723,0.319825364
the nut bag.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,1,3.32,1.16,28,0,0,0,0.2,6,1335,3.13,123,1122,1245,2.09,3.05,5.14,nut bag,0.165536739,0.194348678,0.45923239
the nut banana.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,0.93,0.9,28,0,0,0,0.07,9,356,2.55,123,74,197,2.09,1.87,3.96,nut banana,0.391331482,0.483995915,0.882349078
the nut car.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,-1,0.71,1.08,28,0,0,0,0.1,6,79,1.9,123,4944,5067,2.09,3.69,5.78,nut car,0.109384467,0.076058042,0.271590022
the nut gun.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,1,-1,0.61,0.96,28,0,0,0,0.13,6,331,2.52,123,1138,1261,2.09,3.06,5.15,nut gun,0.192531397,0.24024792,0.329073865
the nut house.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,2,1,3.43,1.1,28,0,0,0,0.13,8,9313,3.97,123,8601,8724,2.09,3.93,6.02,nut house,0.056828959,-0.013263337,0.162357121
the nut milk.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,1,1.29,1.21,28,0,0,0,0.04,7,2828,3.45,123,1868,1991,2.09,3.27,5.36,nut milk,0.198727039,0.316861742,0.737982212
the nut pine.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3,-1,0.64,0.83,28,0,0,0,0.2,7,1646,3.22,123,217,340,2.09,2.34,4.43,nut pine,0.272046804,0.419443594,0.270504758
the nut tree.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4,1,3.39,1.03,28,0.01,0,0,0.27,7,12091,4.08,123,1293,1416,2.09,3.11,5.2,nut tree,0.261673778,0.360555662,0.436736758
the ocean bed.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2,1,2.83,1.51,29,0.03,0,0.02,0.03,8,6884,3.84,436,4376,4812,2.64,3.64,6.28,ocean bed,0.211739753,0.246892119,0.418073527
the ocean summer.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3,-1,1,1.31,28,0,0,0,0.12,11,134,2.13,436,2165,2601,2.64,3.34,5.97,ocean summer,0.112473409,0.266174016,0.308873377
the ocean surf.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3,1.36,29,0,0.018,0.01,0.25,9,9501,3.98,436,113,549,2.64,2.05,4.69,ocean surf,0.392803426,0.387302621,0.395833676
the ocean swimming.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,1.79,1.45,29,0,0,0,0.24,13,4528,3.66,436,490,926,2.64,2.69,5.33,ocean swimming,0.321394286,0.304204413,0.233076946
the ocean water.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,3.93,0.37,29,0.05,0.218,0.13,0.31,10,75635,4.88,436,7749,8185,2.64,3.89,6.53,ocean water,0.471691017,0.47690159,0.672747518
the onion bag.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,1,2.54,1.35,28,0,0,0,0.17,8,2121,3.33,170,1122,1292,2.23,3.05,5.28,onion bag,0.153330097,0.167157566,0.247792914
the onion bulb.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,3,1.63,29,0,0,0,0.2,9,2589,3.41,170,116,286,2.23,2.06,4.29,onion bulb,0.355843847,0.333013094,0.420526613
the onion soup.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,1,4,0,29,0.08,0,0.04,0.34,9,62414,4.8,170,362,532,2.23,2.56,4.79,onion soup,0.424941068,0.494926792,0.71845858
the orange arrow.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,1,3.32,1.36,28,0,0,0,0.12,11,7015,3.85,495,145,640,2.69,2.16,4.86,orange arrow,0.247692882,0.197636051,0.315017599
the orange baby.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,0,-1,1.52,1.48,29,0,0,0,0.11,10,788,2.9,495,3281,3776,2.69,3.52,6.21,orange baby,0.082703111,0.146728937,0.273318946
the orange ball.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,1,3.89,0.57,28,0,0,0,0.07,10,11019,4.04,495,1664,2159,2.69,3.22,5.92,orange ball,0.051660588,0.160958998,0.252120362
the orange cage.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2,1,3,1.59,28,0,0,0,0.12,10,64,1.81,495,225,720,2.69,2.35,5.05,orange cage,0.126973304,0.088729292,0.20527374
the orange cake.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3,1,3.61,0.83,28,0,0,0,0.25,10,4958,3.7,495,383,878,2.69,2.58,5.28,orange cake,0.211172635,0.255681042,0.361145099
the orange cat.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,2,1,3.71,0.94,28,0,0,0,0.14,9,13148,4.12,495,739,1234,2.69,2.87,5.56,orange cat,0.136307871,0.128533529,0.2609511
the orange flame.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,1,3.79,0.83,28,0,0,0,0.23,11,5279,3.72,495,268,763,2.69,2.43,5.12,orange flame,0.188590465,0.229990731,0.38586436
the orange juice.,Makes Sense,1,2,Makes Sense,1,4,Makes Sense,1,4,1,4,0,28,0.07,0.235,0.15,0.37,11,657839,5.82,495,365,860,2.69,2.56,5.26,orange juice,0.333598938,0.477285295,0.436488531
the orange tent.,Makes Sense,1,2,Nonsense,0,2,Makes Sense,1,2,1,3.86,0.45,28,0,0,0,0.17,10,727,2.86,495,657,1152,2.69,2.82,5.51,orange tent,0.128859039,0.166179017,0.221036708
the orange tree.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.63,0.84,27,0.05,0.061,0.06,0.21,10,27416,4.44,495,1293,1788,2.69,3.11,5.81,orange tree,0.205623166,0.275928514,0.288501872
the orchestra money.,Nonsense,0,1,Nonsense,0,3,Nonsense,0,0,1,1.9,1.57,29,0,0,0,0.01,14,0,0,244,7226,7470,2.39,3.86,6.25,orchestra money,0.055223518,0.034898593,0.172083871
the orchestra radio.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2,-1,1.74,1.65,27,0,0,0,0.17,14,83,1.92,244,1503,1747,2.39,3.18,5.56,orchestra radio,0.108213559,0.301455619,0.355780537
the orchestra school.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2,-1,2.93,1.13,29,0,0,0,0.11,15,142,2.16,244,6984,7228,2.39,3.84,6.23,orchestra school,0.208716848,0.245449039,0.403642474
the oven dish.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3,1,3.1,1.05,29,0.01,0,0,0.59,8,4030,3.61,321,390,711,2.51,2.59,5.1,oven dish,0.424167304,0.508744519,0.626006745
the oven door.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.9,0.31,29,0.03,0,0.02,0.2,8,40766,4.61,321,5891,6212,2.51,3.77,6.28,oven door,0.255194332,0.224720292,0.44791845
the oven home.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,1,-1,0.81,1.14,27,0,0,0,0.21,8,3182,3.5,321,8831,9152,2.51,3.95,6.45,oven home,0.182702931,0.10862829,0.213096538
the oven kitchen.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,3,-1,1.34,1.23,29,0.01,0,0,0.54,11,874,2.94,321,1890,2211,2.51,3.28,5.78,oven kitchen,0.544771946,0.431212508,0.714446125
the oven shelf.,Makes Sense,1,3,Nonsense,0,2,Makes Sense,1,3,1,3.17,1.23,29,0,0,0,0.17,9,2559,3.41,321,246,567,2.51,2.39,4.9,oven shelf,0.294772719,0.251227957,0.490388972
the owl pet.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4,-1,1.31,1.04,29,,0,0,0.29,6,0,0,54,242,296,1.73,2.38,4.12,owl pet,0.324067042,0.210954579,0.471689609
the painting guy.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1,-1,3.52,0.91,29,0,0,0,0.06,11,117,2.07,982,465,1447,2.99,2.67,5.66,painting guy,0.109601155,0.117043546,0.236648429
the palace window.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,3.55,1.15,29,,0,0,0.14,12,865,2.94,761,2372,3133,2.88,3.38,6.26,palace window,0.160902654,0.266869687,0.351960581
the pants bike.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,1,-1,0.41,0.8,27,0,0,0,0.3,9,193,2.29,282,153,435,2.45,2.18,4.63,pants bike,0.27230956,0.310585642,0.348339607
the pants boy.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,0.86,0.89,28,0,0,0,0.24,8,888,2.95,282,3876,4158,2.45,3.59,6.04,pants boy,0.211580215,0.273244107,0.253291905
