Stim,Humans Continuous,SD,Word2Vec,GloVe,Taxonomic
the house sheet.,0.86,1.15,0.11547465,0.083014243,0.221177228
the house square.,1.25,1.38,0.159581644,0.259870032,0.554019935
the house star.,0.93,1.12,0.063717425,0.154016144,0.249517201
the house summer.,0.89,1.23,0.139756853,0.368727274,0.178386813
the house telephone.,3.64,0.95,0.171294907,0.261469439,0.351692559
the house tree.,1.18,1.16,0.287777024,0.193649092,0.344944432
the house wife.,3.82,0.48,0.37035268,0.380794481,0.268171856
the hurricane cycle.,3.29,1.05,0.109728212,0.137859016,0.303567209
the hurricane summer.,2.57,1.26,0.153407998,0.213862989,0.275348618
the ice bag.,3.25,1.27,0.158134544,0.236355928,0.403261725
the ice banana.,0.71,1.21,0.11859854,0.18622993,0.398354627
the ice bullet.,0.61,0.99,-0.029069023,0.058554592,0.408935848
the ice cap.,3.11,1.59,0.162247133,0.24779425,0.372552856
the ice chocolate.,1.29,1.36,0.297735538,0.449510427,0.510171342
the ice mountain.,3.25,1.04,0.203695471,0.299639444,0.509851267
the ice strawberry.,1.1,1.11,0.181138351,0.293500797,0.377841402
the infant child.,3.57,0.74,0.701984161,0.633706589,0.770920028
the infant gorilla.,3.73,0.72,0.245208499,0.225159675,0.596036409
the infant milk.,2.64,1.25,0.289770906,0.384020264,0.294664984
the infant puppy.,2.86,1.33,0.470402508,0.253544141,0.749659438
the infant seat.,3.61,0.79,0.229387581,0.222050837,0.18169618
the infant stage.,3.04,1.48,0.057733205,0.094254834,0.179063404
the infant star.,1.43,1.5,0.01185573,0.055344041,0.150461318
the island prison.,3.24,1.35,0.144765851,0.224715507,0.319508141
the island sand.,3.26,1.13,0.255514227,0.264430496,0.353267559
the jacket army.,0.69,0.93,0.076337445,0.124847393,0.121296373
the jacket book.,1.14,1.09,0.225636982,0.240028767,0.229068319
the jacket rain.,1.04,1.35,0.116049339,0.193749481,0.202847451
the jacket ski.,0.69,0.97,0.157667739,0.224472501,0.288081611
the jail doctor.,2.61,1.52,0.202377686,0.269767392,0.186970115
the jail house.,3.75,0.93,0.311805619,0.257353614,0.33982819
the jail phone.,3.54,0.88,0.173503944,0.249148873,0.21942471
the jail road.,1.43,1.35,0.1068477,0.143117063,0.119251899
the jar bell.,0.46,0.96,0.213306071,0.216868609,0.303448779
the jar lid.,3.64,0.73,0.44121004,0.469499028,0.618385595
the jaw neck.,0.45,0.83,0.510955881,0.484535777,0.894340817
the jaw surgeon.,3.54,0.84,0.273998022,0.219721357,0.159999032
the jaw teeth.,1.43,1.17,0.511393188,0.599237656,0.334819639
the jockey lawn.,0.39,0.69,0.024153384,0.207875876,0.186798224
the judge school.,1.18,1.12,0.153512333,0.208285878,0.200203082
the juice baby.,0.69,0.93,0.206675458,0.212022567,0.251206898
the juice cranberry.,1.18,1.06,0.360228941,0.54710834,0.731350246
the juice grape.,1.39,1.29,0.419719994,0.505273671,0.680904703
the juice lemon.,1.14,1.11,0.543490785,0.708882256,0.727994699
the juice orange.,1.5,1.32,0.333598938,0.477285295,0.436488531
the juice pickle.,0.86,1.15,0.353051561,0.408644079,0.731010569
the juice snake.,0.32,0.77,0.127059284,0.127285662,0.206702494
the juice tomato.,1.14,0.95,0.407043864,0.593717478,0.767607487
the kangaroo meat.,3.07,1.3,0.335578366,0.26000473,0.345691739
the key arrow.,1.17,1.54,0.072184818,0.111525876,0.428605884
the key book.,1.36,1.52,0.034834399,0.188126146,0.329200539
the key boot.,0.25,0.59,0.071429393,0.122015999,0.40034301
the key church.,1.04,1.1,-0.023337725,0.129879191,0.132390927
the kitchen chair.,3.96,0.19,0.208380022,0.334702974,0.319464796
the kitchen dish.,3.25,1.11,0.447447392,0.402381452,0.359941133
the kitchen door.,3.96,0.19,0.37743761,0.44406844,0.591218499
the kitchen drawer.,4,0,0.437213761,0.410883215,0.69018268
the kitchen field.,0.54,0.92,0.097404354,0.116839752,0.287184722
the kitchen knife.,4,0,0.318873977,0.4385997,0.250737843
the kitchen oven.,3.57,1,0.544771946,0.431212508,0.714446125
the kitchen window.,3.86,0.76,0.34092342,0.424902952,0.580569066
the kitten pet.,1.48,1.12,0.586285066,0.347486605,0.807036456
the kitten stage.,1.39,1.34,0.028599309,-0.068664526,0.134169404
the kitten tiger.,0.97,0.91,0.432919784,0.129131926,0.756079562
the knee cap.,3.82,0.77,0.166121467,0.234620126,0.349192706
the knee pants.,1.14,1.35,0.220134462,0.305677646,0.333131921
the knife army.,0.97,1.12,0.082118604,0.152904489,0.165461309
the knife bread.,0.61,0.79,0.265461535,0.343370832,0.404261667
the knife butter.,1,0.89,0.295922862,0.320083901,0.364711561
the knife drawer.,3.93,0.37,0.376212521,0.327999802,0.476254745
the knife magazine.,3.14,1.16,0.086866849,0.082421303,0.221426232
the knife pen.,0.76,0.95,0.258957525,0.335309183,0.518891067
the knife steak.,1.14,1.3,0.295343259,0.351261992,0.332794449
the lake deer.,1.04,1.29,0.307242201,0.303326228,0.350210461
the lake forest.,1.45,1.27,0.351171937,0.354494676,0.677826345
the lake house.,4,0,0.252294482,0.207166211,0.397082739
the lake mountain.,1.07,1.18,0.347014378,0.451351323,0.758093302
the lake river.,0.9,1.01,0.791958668,0.54063383,0.889883948
the lamb meat.,3.82,0.55,0.648067373,0.546408722,0.745275051
the lawn chair.,3.89,0.57,0.130126649,0.287841155,0.258120032
the lawn forest.,0.71,0.94,0.188743835,0.334293376,0.533255868
the lawn guy.,3.46,0.84,0.116413623,0.080432089,0.202527274
the lawn hospital.,0.36,0.68,0.060293329,0.148678139,0.180603326
the leaf autumn.,1.07,1.21,0.247192072,0.283216035,0.234251983
the leaf banana.,0.63,0.93,0.360216981,0.338526963,0.557276967
the leaf flower.,1.07,1.18,0.488918871,0.441407274,0.870098314
the leaf gold.,0.86,0.97,0.289755004,0.304069889,0.383967357
the leg bike.,0.54,0.69,0.253741393,0.265958669,0.439248931
the leg bird.,0.79,1.17,0.159603281,0.119880978,0.332098875
the leg chair.,1.18,1.02,0.133783295,0.244399432,0.258319104
the leg deer.,0.75,1.08,0.142486262,0.086017584,0.241911721
the leg fork.,0.29,0.71,0.165027963,0.088498992,0.461201746
the leg frog.,0.93,1.15,0.187675378,0.197519895,0.296684584
the leg jeans.,1,1.25,0.138445554,0.167928668,0.313576382
the leg pants.,0.89,1.12,0.252684072,0.286978892,0.385994614
the leg square.,0.21,0.69,0.129281606,0.200119333,0.308072728
the lemon cake.,3.9,0.56,0.397378296,0.448076837,0.520657083
the lemon juice.,4,0,0.543490785,0.708882256,0.727994699
the lemon pepper.,2.83,1.54,0.424283163,0.559330592,0.738135338
the lemon plant.,3.07,1.33,0.125166029,0.108520141,0.201335246
the lemon skin.,3.48,1.02,0.237876871,0.257590578,0.272428809
the leopard skin.,3.93,0.26,0.237761487,0.326650981,0.227728634
the lettuce leaf.,3.57,0.88,0.331695307,0.414963373,0.559618517
the library book.,4,0,0.324531223,0.416531316,0.375407198
the library chess.,0.97,1.27,0.176120284,0.211311481,0.260811139
the library church.,0.68,1.09,0.340589976,0.325004874,0.585426826
the library door.,3.93,0.26,0.180602999,0.182531986,0.314592564
the library home.,1.04,1.29,0.186629588,0.289445653,0.489822109
the library shelf.,3.71,0.71,0.185362958,0.227808589,0.251894283
the library tape.,2.86,1.38,0.156097848,0.158108044,0.25262194
the library toilet.,3.24,1.02,0.173829859,0.172026386,0.353330388
the lid bowl.,0.83,1.1,0.189795765,0.207966632,0.363660127
the lid coffin.,0.9,0.86,0.274553198,0.277275394,0.586706832
the lid jar.,1.03,1.24,0.44121004,0.469499028,0.618385595
the lid piano.,0.64,0.95,0.085111984,0.07461452,0.272461665
the lid seat.,0.79,0.94,0.167112522,0.134990253,0.423327439
the lid toilet.,1.07,1,0.272484336,0.314730042,0.483580249
the lion sea.,0.71,0.81,0.069662693,0.282283562,0.283728018
the lizard corpse.,3.29,1.24,0.30636571,0.216498369,0.409075087
the lizard tongue.,3.46,0.96,0.288462028,0.269863547,0.349558279
the lobster fisherman.,3.14,1.38,0.454667894,0.428689846,0.341186377
the log cabin.,3.86,0.76,0.235688565,0.511370765,0.311971792
the log chocolate.,0.64,1.16,0.071228191,0.067866626,0.227691799
the log pond.,1.11,1.23,0.134700773,0.225045672,0.340603366
the log radio.,0.54,0.92,0.063538218,0.048467484,0.292080211
the log square.,0.96,1.32,0.055427104,0.182138711,0.363160592
the log telephone.,0.46,0.88,0.16501246,0.209213757,0.454782165
the macaroni salad.,3.79,0.63,0.486756278,0.480627743,0.883668517
the magazine automobile.,0.68,0.86,0.08827019,0.204488843,0.252043358
the magazine bird.,0.71,1.08,0.014897656,0.088975368,0.207991292
the magazine car.,0.61,0.79,0.079356759,0.22103052,0.293963858
the magazine cat.,0.68,1.09,0.073920121,0.163676752,0.271426231
the magazine dog.,0.86,1.3,0.071129819,0.174397149,0.247785752
the magazine house.,1.07,1.3,0.115624091,0.191726343,0.262777019
the magazine knife.,0.39,0.74,0.086866849,0.082421303,0.221426232
the magazine plant.,0.75,1.24,0.066447713,0.089347623,0.191343418
the magazine radio.,0.59,0.8,0.211346146,0.314637776,0.501156178
the magazine skin.,0.46,0.74,0.102521669,0.153004427,0.15893947
the mansion house.,2.54,1.35,0.605819179,0.524303336,0.709532863
the mansion school.,1.36,1.28,0.178252858,0.170844706,0.438619746
the marble building.,3.82,0.48,0.232879883,0.327027296,0.318727864
the marble cake.,3.61,1.07,0.282962837,0.224781609,0.379885831
the mask face.,1.38,1.05,0.340710795,0.36861953,0.488117938
the mask fox.,0.68,0.94,0.187891579,0.107735743,0.25058252
the mask money.,0.82,0.94,0.03162306,0.122523197,0.248135012
the mask ski.,0.79,0.9,0.041660772,0.257768817,0.383244561
the mattress baby.,0.76,1.09,0.320332475,0.182034528,0.346022086
the meadow mountain.,1.29,1.24,0.412033552,0.340509348,0.647032081
the meat bird.,0.69,1.07,0.25966184,0.334510831,0.373792663
the meat cat.,0.54,1.04,0.214696428,0.238235855,0.356676703
the meat chicken.,0.96,1,0.679913065,0.689187176,0.89573566
the meat crab.,1.25,1.32,0.431291762,0.383720029,0.67234991
the meat deer.,0.71,0.81,0.345604191,0.29134427,0.367050533
the meat donkey.,0.83,0.97,0.245038825,0.196518221,0.332518621
the meat duck.,1.24,1.38,0.302386452,0.36404452,0.465954082
the meat guy.,3.25,0.89,0.077809695,0.111259683,0.192030098
the meat kangaroo.,0.14,0.36,0.335578366,0.26000473,0.345691739
the meat lamb.,0.96,1.06,0.648067373,0.546408722,0.745275051
the meat penguin.,0.43,0.69,0.146805877,0.033966331,0.254823449
the meat pig.,0.86,0.97,0.495533927,0.469925247,0.560206544
the meat tiger.,0.72,0.88,0.240142636,0.144551999,0.279500697
the meat whale.,0.89,0.99,0.250230735,0.411932693,0.352044774
the meat wolf.,1.04,1.07,0.290091477,0.195964625,0.248053307
the menu boot.,0.18,0.55,0.053808218,0.146069131,0.33301038
the menu breakfast.,1,0.89,0.401863702,0.501509035,0.523514081
the menu garden.,0.5,0.88,0.214206026,0.202955059,0.333000546
the menu phone.,0.76,0.95,0.137176806,0.21524484,0.375117692
the menu screen.,3.07,1.39,0.282911581,0.301120971,0.558360651
the midnight cop.,3,1.22,0.096653577,0.099344429,0.196746016
the milk baby.,1.29,1.33,0.349372436,0.384202559,0.367428768
the milk bottle.,3.82,0.77,0.322777464,0.380812728,0.631457558
the milk breast.,1.04,1.16,0.239265141,0.335876563,0.424309909
the milk cottage.,0.93,1.36,0.104959062,0.197788254,0.148651821
the milk crate.,4,0,0.204130856,0.313660995,0.364464696
the milk door.,0.86,1.15,0.058613872,0.158850499,0.173668545
the milk horse.,0.79,1.01,0.244099403,0.194743025,0.348376695
the milk house.,1.45,1.57,0.085618848,0.103257101,0.180766435
the milk infant.,0.69,1.11,0.289770906,0.384020264,0.294664984
the milk kitten.,1.14,1.16,0.208240074,0.117791675,0.328753361
the milk mouse.,0.57,0.88,0.107234994,0.111498183,0.389691305
the milk nut.,0.79,0.99,0.198727039,0.316861742,0.737982212
the milk rabbit.,0.5,0.92,0.185905259,0.235911365,0.404907121
the milk sugar.,0.64,0.87,0.538731716,0.552799359,0.880224598
the milk teeth.,0.43,0.96,0.092320802,0.218993161,0.220423378
the milk thistle.,0.5,0.92,0.098435734,0.195122065,0.202383127
the milk truck.,3.82,0.61,0.200530803,0.235058382,0.266686654
the milk whale.,0.43,0.79,0.118930385,0.212785934,0.304488068
the mirror book.,1.04,1.32,0.116643132,0.249254559,0.387140734
the mirror helmet.,0.64,0.87,0.226735745,0.214826488,0.434132349
the money bag.,3.71,0.81,0.116774843,0.277239732,0.372654108
the money blood.,0.39,0.79,0.208865869,0.313394789,0.405139994
the money candy.,0.64,0.91,0.212679588,0.209898361,0.300070545
the money cigarette.,0.68,0.9,0.135881948,0.21911636,0.481565361
the money clothes.,1.07,1.13,0.284550217,0.31009455,0.394441519
the money gold.,0.97,1.05,0.155377914,0.265175368,0.384335443
the money mask.,1.03,1.21,0.03162306,0.122523197,0.248135012
the money orchestra.,0.46,0.74,0.055223518,0.034898593,0.172083871
the money pill.,0.61,0.92,0.046338122,0.051195227,0.382419465
the money pot.,3.29,0.98,0.236451112,0.22139309,0.310817789
the moon cycle.,3.07,1.21,0.122179507,0.168202131,0.366468622
the moon earth.,0.1,0.41,0.452750667,0.569607149,0.768948041
the moose bull.,0.69,0.97,0.289989117,0.387227012,0.747944267
the moose gun.,1.39,1.31,0.171577109,0.12358568,0.205608808
the mother blood.,0.57,0.88,0.178979998,0.309734068,0.32782659
the mother cat.,3.64,0.95,0.277413799,0.278777136,0.472096376
the mother child.,0.96,1.13,0.617765723,0.641911628,0.716367419
the mother chimp.,3.71,0.81,0.244493798,0.093247655,0.319285256
the mother dog.,3.22,1.31,0.345503011,0.338343454,0.470983607
the mother dress.,1.07,1.03,0.206548372,0.2755569,0.171583831
the mother goose.,3.93,0.26,0.111952439,0.17289944,0.216462125
the mother hawk.,3.61,0.88,0.059529665,0.049387353,0.243695523
the mother hen.,3.82,0.48,0.214804433,0.180987781,0.327611574
the mother rainbow.,0.36,0.62,0.075824883,0.07742463,0.212681277
the mother ship.,3.5,0.88,0.09156512,0.236479763,0.207214373
the mother tongue.,1.41,1.6,0.190102039,0.237855581,0.28367917
the mountain bike.,4,0,0.250175064,0.364487804,0.292357578
the mountain candy.,0.71,0.81,0.010510726,0.10699166,0.182272491
the mountain cave.,3.75,0.52,0.529578622,0.443257223,0.633930293
the mountain forest.,3.1,1.29,0.358428644,0.458771811,0.766159087
the mountain goat.,4,0,0.280846472,0.335121119,0.241784389
the mountain golf.,0.71,1.08,0.145962253,0.268771323,0.290663286
the mountain ice.,3.17,1.31,0.203695471,0.299639444,0.509851267
the mountain lake.,3.21,1.26,0.347014378,0.451351323,0.758093302
the mountain lion.,3.83,0.66,0.150944366,0.3371806,0.303628239
the mountain meadow.,2.86,1.36,0.412033552,0.340509348,0.647032081
the mountain road.,3.72,0.7,0.300692789,0.397754196,0.441071349
the mountain stream.,3.48,1.09,0.181382133,0.324112001,0.464798336
the mountain sunset.,3.24,1.3,0.245953577,0.246026039,0.352089821
the mountain woman.,3.21,1.15,0.117145819,0.187663965,0.175158591
the mouse church.,0.46,0.79,-0.05143967,-0.005877422,0.134950068
the mouse field.,1.5,1.35,0.052116645,0.121372313,0.248726022
the mouse pet.,1.17,1,0.264456852,0.295335443,0.727497173
the mouth alligator.,0.93,0.96,0.212630538,0.283077989,0.205587763
the mouth boy.,0.82,0.98,0.15715671,0.286901886,0.248780717
the mouth pig.,0.29,0.6,0.314612704,0.395392388,0.279621305
the nail coffin.,0.48,0.69,0.278198254,0.335988863,0.38712505
the nail gun.,3.82,0.55,0.137689644,0.257834884,0.486687227
the nail thumb.,1.41,1.24,0.230987043,0.250795786,0.670170477
the nail toe.,1.38,1.27,0.228292271,0.359431769,0.613687208
the neck bottle.,1.07,1.13,0.234967408,0.288665066,0.340654565
the neck giraffe.,0.82,1.02,0.223895576,0.204723406,0.187728336
the neck jaw.,0.46,0.84,0.510955881,0.484535777,0.894340817
the necklace gold.,1.07,1.07,0.312378718,0.341956885,0.505704001
the necklace pearl.,1.38,1.12,0.451948057,0.407821486,0.688390137
the newspaper boy.,3.96,0.19,0.174906795,0.239860026,0.255230079
the newspaper photograph.,3.82,0.61,0.256857115,0.347153941,0.231118316
the newspaper sister.,0.32,0.72,0.15990455,0.226839702,0.189559013
the nose chocolate.,0.48,1.09,0.147404872,0.168129038,0.300537399
the nose cucumber.,0.11,0.42,0.197819334,0.060002718,0.214041927
the nose snow.,0.43,0.96,0.131346511,0.177342174,0.423562064
the nurse prison.,0.96,1.4,0.194730514,0.26363178,0.223057802
the nurse school.,3.17,1.07,0.236344117,0.250827723,0.319825364
the nut bag.,3.32,1.16,0.165536739,0.194348678,0.45923239
the nut banana.,0.93,0.9,0.391331482,0.483995915,0.882349078
the nut car.,0.71,1.08,0.109384467,0.076058042,0.271590022
the nut gun.,0.61,0.96,0.192531397,0.24024792,0.329073865
the nut house.,3.43,1.1,0.056828959,-0.013263337,0.162357121
the nut milk.,1.29,1.21,0.198727039,0.316861742,0.737982212
the nut pine.,0.64,0.83,0.272046804,0.419443594,0.270504758
the nut tree.,3.39,1.03,0.261673778,0.360555662,0.436736758
the ocean bed.,2.83,1.51,0.211739753,0.246892119,0.418073527
the ocean summer.,1,1.31,0.112473409,0.266174016,0.308873377
the ocean surf.,3,1.36,0.392803426,0.387302621,0.395833676
the ocean water.,3.93,0.37,0.471691017,0.47690159,0.672747518
the onion bag.,2.54,1.35,0.153330097,0.167157566,0.247792914
the onion bulb.,3,1.63,0.355843847,0.333013094,0.420526613
the onion soup.,4,0,0.424941068,0.494926792,0.71845858
the orange arrow.,3.32,1.36,0.247692882,0.197636051,0.315017599
the orange ball.,3.89,0.57,0.051660588,0.160958998,0.252120362
the orange cage.,3,1.59,0.126973304,0.088729292,0.20527374
the orange cake.,3.61,0.83,0.211172635,0.255681042,0.361145099
the orange cat.,3.71,0.94,0.136307871,0.128533529,0.2609511
the orange flame.,3.79,0.83,0.188590465,0.229990731,0.38586436
the orange juice.,4,0,0.333598938,0.477285295,0.436488531
the orange tent.,3.86,0.45,0.128859039,0.166179017,0.221036708
the orange tree.,3.63,0.84,0.205623166,0.275928514,0.288501872
the orchestra school.,2.93,1.13,0.208716848,0.245449039,0.403642474
the oven dish.,3.1,1.05,0.424167304,0.508744519,0.626006745
the oven door.,3.9,0.31,0.255194332,0.224720292,0.44791845
the oven home.,0.81,1.14,0.182702931,0.10862829,0.213096538
the oven kitchen.,1.34,1.23,0.544771946,0.431212508,0.714446125
the oven shelf.,3.17,1.23,0.294772719,0.251227957,0.490388972
the owl pet.,1.31,1.04,0.324067042,0.210954579,0.471689609
the painting guy.,3.52,0.91,0.109601155,0.117043546,0.236648429
the palace window.,3.55,1.15,0.160902654,0.266869687,0.351960581
the pants bike.,0.41,0.8,0.27230956,0.310585642,0.348339607
the pants boy.,0.86,0.89,0.211580215,0.273244107,0.253291905
the pants clown.,0.57,0.84,0.23517816,0.233348637,0.309815323
the pants hospital.,0.25,0.7,0.019415967,0.04308498,0.084674362
the pants knee.,1.46,1.32,0.220134462,0.305677646,0.333131921
the pants leg.,2.83,1.51,0.252684072,0.286978892,0.385994614
the pants rain.,0.39,0.88,0.09201256,0.156412083,0.193508815
the parrot cage.,3.64,1.1,0.197393204,0.214253684,0.369795107
the pea dwarf.,0.79,1.26,0.308979488,0.246001692,0.25563578
the pea plant.,3.93,0.38,0.198508408,0.183798819,0.308575072
the pea soup.,3.93,0.26,0.33342016,0.371535716,0.699243962
the peach juice.,3.86,0.36,0.38175561,0.416870322,0.676192833
the peach pie.,3.86,0.45,0.33300969,0.375951205,0.593216735
the peach raspberry.,1.21,1.37,0.595285462,0.546196407,0.916307775
the peach tree.,3.93,0.26,0.355158857,0.337942833,0.388488467
the peacock chair.,1.24,1.5,0.061619622,0.067374096,0.203023739
the pearl necklace.,4,0,0.451948057,0.407821486,0.688390137
the pen bull.,0.83,0.97,0.180516542,0.172496453,0.398078622
the pen chicken.,0.96,1.04,0.122977764,0.054726006,0.259145951
the pen fountain.,0.97,1.05,0.127525836,0.268818435,0.371706148
the pen knife.,0.82,1.44,0.258957525,0.335309183,0.518891067
the pen pig.,1.07,1.25,0.274648278,0.234107291,0.320408634
the pen sheep.,0.21,0.49,0.233947347,0.169631726,0.288900658
the pendulum clock.,3.71,0.71,0.249329996,0.411285853,0.510925479
the penguin meat.,3.07,1.18,0.146805877,0.033966331,0.254823449
the pepper bell.,0.93,1.02,0.03753499,0.323827725,0.260462131
the pepper lemon.,1.14,1.18,0.424283163,0.559330592,0.738135338
the pet bird.,3.89,0.31,0.419016528,0.304386232,0.635053223
the pet cat.,3.82,0.77,0.689153118,0.587036544,0.831258792
the pet chicken.,3.54,1,0.312291654,0.326652915,0.508793138
the pet dog.,3.89,0.42,0.716478542,0.629159849,0.778110845
the pet duck.,3.75,0.59,0.299512257,0.266133644,0.533611832
the pet goat.,3.27,1.19,0.384384838,0.347530629,0.718718119
the pet house.,2.97,1.27,0.194337198,0.231726902,0.225186331
the pet kitten.,3.81,0.56,0.586285066,0.347486605,0.807036456
the pet mouse.,3.86,0.45,0.264456852,0.295335443,0.727497173
the pet owl.,3.43,1.07,0.324067042,0.210954579,0.471689609
the pet pig.,3.78,0.58,0.408765792,0.404456588,0.796975101
the pet puppy.,3.89,0.42,0.697263652,0.486273799,0.852625668
the pet rat.,3.68,0.82,0.33443597,0.398884843,0.754612715
the pet rock.,3.21,1.29,0.080276493,0.157388801,0.317306801
the pet snake.,3.82,0.48,0.391688689,0.29419449,0.565555698
the phone book.,4,0,0.167862629,0.219166771,0.412286373
the phone car.,0.96,1.4,0.278576986,0.380520446,0.366412897
the phone field.,0.74,1.26,0.057579075,0.144278825,0.291418368
the phone house.,1.34,1.16,0.194213412,0.269384841,0.294864825
the phone jail.,0.5,0.84,0.173503944,0.249148873,0.21942471
the phone radio.,1.5,1.35,0.316649828,0.408423308,0.565197324
the phone shoe.,0.11,0.31,0.195097706,0.179744843,0.348275452
the phone street.,0.31,0.66,0.148932339,0.180268203,0.260264033
the phone truck.,1.04,1.19,0.178893579,0.250967532,0.323958082
the photograph library.,2.89,1.34,0.150125275,0.21832389,0.277986559
the photograph newspaper.,1.39,1.17,0.256857115,0.347153941,0.231118316
the piano bench.,3.75,0.84,0.15139257,0.201404127,0.319267661
the piano lid.,3.14,1.15,0.085111984,0.07461452,0.272461665
the pickle juice.,3.97,0.19,0.353051561,0.408644079,0.731010569
the picture baby.,1.31,1.11,0.170964869,0.304417108,0.322643711
the picture beach.,0.82,1.02,0.112236544,0.129052211,0.237380696
the picture book.,3.93,0.26,0.143947242,0.35529312,0.524330143
the picture cloud.,1.14,1.24,0.143446661,0.252185329,0.360730773
the picture dog.,1.32,1.25,0.089016338,0.193377631,0.374368056
the picture dollar.,0.52,0.78,0.100363501,0.210788525,0.118508562
the picture garden.,1.29,1.38,0.103723841,0.176737924,0.377580322
the picture guy.,3.22,0.93,0.18215216,0.245362681,0.375298145
the picture leaf.,0.86,1.06,0.181532239,0.119825336,0.320054359
the picture menu.,3.07,1.27,0.118974042,0.175719072,0.394088856
the pie banana.,1.14,1.08,0.272673758,0.328796012,0.651912081
the pie honey.,0.66,0.77,0.298208166,0.385155831,0.646078123
the pie moon.,0.45,0.78,0.209415011,0.247849265,0.340492673
the pie plum.,1.07,1.12,0.248481392,0.32004764,0.53814077
the pie potato.,0.89,1.13,0.372936238,0.519379321,0.752326576
the pie salmon.,0.41,0.73,0.178261543,0.266508482,0.678831355
the pie steak.,0.75,1.11,0.38772005,0.415283665,0.875095385
the pig farmer.,3.9,0.41,0.385314826,0.377771761,0.387115125
the pig gold.,0.41,0.73,0.07391967,0.117324442,0.293694923
the pig meat.,3.76,0.51,0.495533927,0.469925247,0.560206544
the pig mouth.,3.24,1.33,0.314612704,0.395392388,0.279621305
the pig pen.,3.86,0.74,0.274648278,0.234107291,0.320408634
the pig pet.,1.21,1.15,0.408765792,0.404456588,0.796975101
the pig skin.,3.83,0.6,0.218010585,0.291361403,0.394164645
the pigeon rock.,0.68,0.98,0.078681153,0.152462027,0.229643976
the pill bottle.,3.9,0.41,0.36267855,0.389676808,0.548935689
the pill gun.,0.93,1.33,0.207992941,0.183059944,0.349150822
the pill sugar.,1.21,1.4,0.337702512,0.28831884,0.451644998
the pill water.,0.81,1.11,0.14059592,0.169627096,0.331448174
the pine forest.,3.96,0.19,0.403670248,0.54823549,0.484010611
the pine nut.,3.11,1.13,0.272046804,0.419443594,0.270504758
the pine tree.,4,0,0.428242275,0.52849498,0.498022243
the pipe bomb.,2.96,1.48,0.228693818,0.318387261,0.411089141
the pipe book.,1.29,1.27,-0.018815996,0.01240043,0.247542892
the pipe house.,1.24,1.35,0.234852716,0.068550769,0.286553779
the pipe pot.,0.9,1.11,0.343304449,0.291128998,0.66228938
the pipe smoke.,3.39,0.96,0.277863892,0.319092964,0.497765433
the pipe water.,2.63,1.33,0.345980681,0.374626995,0.591369389
the plant car.,0.33,0.88,0.144244517,0.301092062,0.306567498
the plant garden.,2.5,1.6,0.30931792,0.355761637,0.494220929
the plant house.,2.69,1.28,0.224356593,0.136803214,0.473151187
the plant lemon.,0.86,1.24,0.125166029,0.108520141,0.201335246
the plant magazine.,2.9,1.47,0.066447713,0.089347623,0.191343418
the plant mother.,1.38,1.08,0.148805147,0.170106273,0.15273074
the plant pea.,1.07,0.88,0.198508408,0.183798819,0.308575072
the plant radio.,0.21,0.5,-0.007083523,0.09963284,0.203279662
the plant strawberry.,1.46,1.04,0.257981915,0.186580048,0.274161452
the plant tomato.,1.34,1.08,0.265024802,0.260496911,0.277184239
the plum pie.,3.93,0.26,0.248481392,0.32004764,0.53814077
the police bomb.,2.59,1.5,0.234305663,0.432888101,0.444390404
the police car.,4,0,0.31325504,0.403436311,0.246224339
the police clothes.,3.83,0.54,0.131426448,0.196074223,0.121136355
the police dog.,4,0,0.24657711,0.241647231,0.326633781
the police horse.,3.69,0.81,0.060946608,0.113545658,0.276556992
the police radio.,3.72,0.92,0.181156877,0.276204454,0.306191769
the police river.,0.38,0.78,0.201918154,0.144400225,0.151313642
the police sailor.,1.11,1.1,0.161245325,0.069732884,0.389701099
the police school.,3.45,0.69,0.201378783,0.269126661,0.354206272
the police tape.,3.66,0.97,0.195422128,0.268970796,0.287813231
the police telephone.,3.24,1.21,0.208863623,0.305422381,0.361209977
the police truck.,3.72,0.53,0.291420791,0.348571639,0.299466539
the police van.,3.86,0.58,0.286424663,0.211251279,0.260745854
the police vehicle.,4,0,0.29867341,0.356870417,0.273677268
the pond building.,0.39,0.63,0.144395039,0.158658438,0.470557127
the pool boy.,3.89,0.31,0.126929391,0.146216827,0.260565872
the pool garden.,1.14,1.21,0.279144807,0.303763651,0.725770892
the pool hotel.,1.38,1.29,0.225755511,0.292969052,0.498407234
the pool house.,3.93,0.26,0.229378866,0.197461276,0.520238602
the pool sun.,0.86,1.11,0.193715897,0.192179091,0.419497066
the pool volcano.,0.64,1.06,0.02461418,0.018588202,0.413343376
the pool water.,3.61,1.1,0.34722956,0.401371135,0.674990219
the pot chicken.,1.04,1.07,0.266354149,0.414286866,0.510224498
the pot flower.,1.36,1.1,0.293170794,0.302106513,0.561689401
the pot honey.,0.59,0.87,0.343004381,0.333752055,0.478373856
the pot pie.,4,0,0.308860214,0.395936159,0.625144346
the pot soup.,1.36,1.28,0.362297874,0.492158515,0.607295747
the pot winter.,0.46,0.74,0.069986341,0.087192312,0.284312373
the potato pie.,3.07,1.41,0.372936238,0.519379321,0.752326576
the potato salad.,4,0,0.492332798,0.543243575,0.864307408
the potato soup.,3.9,0.41,0.447423427,0.515307454,0.807890968
